name,year,expenses,degree,enrollment,level,control
Metro Business College-Arnold,2009,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Arnold,2010,1172,,119,At least 2 but less than 4 years,Private for-profit
Metro Business College-Arnold,2011,2069,,38,At least 2 but less than 4 years,Private for-profit
Metro Business College-Arnold,2012,2000,,55,Four or more years,Private for-profit
Metro Business College-Arnold,2013,3659,,45,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2006,3983,,308,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2007,3208,,380,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2008,3638,,443,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2009,3226,,645,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2010,1196,,183,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2011,1856,,183,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2012,2091,,126,At least 2 but less than 4 years,Private for-profit
Metro Business College-Cape Girardeau,2013,3019,,129,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2006,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2007,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2008,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2009,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2010,1464,,260,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2011,2130,,206,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2012,2242,,141,At least 2 but less than 4 years,Private for-profit
Metro Business College-Jefferson City,2013,2952,,125,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2006,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2007,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2008,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2009,0,,,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2010,2063,,106,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2011,1735,,90,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2012,2250,,70,At least 2 but less than 4 years,Private for-profit
Metro Business College-Rolla,2013,2983,,67,At least 2 but less than 4 years,Private for-profit
Metropolitan Community College-Kansas City,2006,3101,,3382,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2006,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2007,3164,,3549,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2007,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2008,3270,,3753,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2008,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2009,3084,,4050,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2009,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2010,3563,,4184,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2010,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2011,3709,,3832,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2011,0,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2012,7772,,11901,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2012,1723,,,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2013,4623,,11595,At least 2 but less than 4 years,Public
Metropolitan Community College-Kansas City,2013,0,,,At least 2 but less than 4 years,Public
Midwest Institute,2006,2810,,118,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2007,3103,,111,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2008,3449,,112,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2009,3708,,191,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2010,1285,,256,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2011,1753,,226,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2012,0,,183,At least 2 but less than 4 years,Private for-profit
Midwest Institute,2013,7256,,179,At least 2 but less than 4 years,Private for-profit
Midwest Technical Institute-Springfield,2013,0,,228,Less than 2 years (below associate),Private for-profit
Midwestern Baptist Theological Seminary,2006,4992,,549,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2007,3382,,568,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2008,4722,,508,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2009,5781,,618,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2010,5735,,654,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2011,5631,25,819,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2012,3613,21,878,Four or more years,Private not-for-profit
Midwestern Baptist Theological Seminary,2013,3730,26,908,Four or more years,Private not-for-profit
Midwestern University-Glendale,2006,9402,,1375,Four or more years,Private not-for-profit
Midwestern University-Glendale,2007,10791,,1446,Four or more years,Private not-for-profit
Midwestern University-Glendale,2008,12575,,1774,Four or more years,Private not-for-profit
Midwestern University-Glendale,2009,12420,,2054,Four or more years,Private not-for-profit
Midwestern University-Glendale,2010,10219,,2433,Four or more years,Private not-for-profit
Midwestern University-Glendale,2011,13151,1,2770,Four or more years,Private not-for-profit
Midwestern University-Glendale,2012,0,0,2921,Four or more years,Private for-profit
Midwestern University-Glendale,2013,20420,0,2963,Four or more years,Private not-for-profit
Milan Institute of Cosmetology-Nampa,2006,0,,,At least 2 but less than 4 years,Private for-profit
Milan Institute of Cosmetology-Nampa,2007,0,,,At least 2 but less than 4 years,Private for-profit
Milan Institute of Cosmetology-Nampa,2008,0,,,At least 2 but less than 4 years,Private for-profit
Milan Institute of Cosmetology-Nampa,2009,0,,,At least 2 but less than 4 years,Private for-profit
Milan Institute of Cosmetology-Nampa,2010,0,,,At least 2 but less than 4 years,Private for-profit
Milan Institute of Cosmetology-Nampa,2013,0,,112,At least 2 but less than 4 years,Private for-profit
Milan Institute-Nampa,2006,0,,,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2007,0,,,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2008,0,,,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2009,0,,,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2010,0,,84,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2011,748,,225,Less than 2 years (below associate),Private for-profit
Milan Institute-Nampa,2012,1720,,294,Four or more years,Private for-profit
Milan Institute-Nampa,2013,2875,,255,Less than 2 years (below associate),Private for-profit
Miller-Motte Technical College-Lynchburg,2006,3944,,229,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2007,2089,,158,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2008,3818,,233,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2009,3116,,345,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2010,2153,,369,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2011,2157,,333,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2012,14434,,344,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Lynchburg,2013,2921,,371,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2006,0,,,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2007,0,,,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2008,0,,,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2009,0,,,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2010,0,,,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2011,3123,,172,At least 2 but less than 4 years,Private for-profit
Miller-Motte Technical College-Roanoke,2012,6568,,214,Less than 2 years (below associate),Private for-profit
Miller-Motte Technical College-Roanoke,2013,5163,,236,At least 2 but less than 4 years,Private for-profit
Mineral Area College,2006,2759,,2052,At least 2 but less than 4 years,Public
Mineral Area College,2007,2679,,2134,At least 2 but less than 4 years,Public
Mineral Area College,2008,2801,,2264,At least 2 but less than 4 years,Public
Mineral Area College,2009,2674,,2671,At least 2 but less than 4 years,Public
Mineral Area College,2010,3368,,2904,At least 2 but less than 4 years,Public
Mineral Area College,2011,3330,,2990,At least 2 but less than 4 years,Public
Mineral Area College,2012,3247,,2826,At least 2 but less than 4 years,Public
Mineral Area College,2013,4511,,3419,At least 2 but less than 4 years,Public
Missouri Baptist University,2006,2382,42,2617,Four or more years,Private not-for-profit
Missouri Baptist University,2007,2977,41,2702,Four or more years,Private not-for-profit
Missouri Baptist University,2008,2449,40,2781,Four or more years,Private not-for-profit
Missouri Baptist University,2009,3456,45,2938,Four or more years,Private not-for-profit
Missouri Baptist University,2010,3993,36,3092,Four or more years,Private not-for-profit
Missouri Baptist University,2011,3704,373,3115,Four or more years,Private not-for-profit
Missouri Baptist University,2012,4019,374,3101,Four or more years,Private not-for-profit
Missouri Baptist University,2013,4293,393,3134,Four or more years,Private not-for-profit
Missouri College,2006,1,,828,Four or more years,Private for-profit
Missouri College,2007,2257,,501,Four or more years,Private for-profit
Missouri College,2008,1427,,487,Four or more years,Private for-profit
Missouri College,2009,1887,,780,Four or more years,Private for-profit
Missouri College,2010,1893,0,858,Four or more years,Private for-profit
Missouri College,2011,2470,33,772,Four or more years,Private for-profit
Missouri College,2012,3514,29,459,Four or more years,Private for-profit
Missouri College,2013,5331,51,540,Four or more years,Private for-profit
Missouri College of Cosmetology North,2006,4222,,116,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2007,4147,,179,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2008,3902,,150,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2009,4247,,134,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2010,3903,,143,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2011,4060,,130,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2012,2171,,97,Less than 2 years (below associate),Private for-profit
Missouri College of Cosmetology North,2013,7301,,88,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2006,4363,,29,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2007,8126,,28,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2008,0,,,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2009,0,,,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2010,0,,,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2011,9189,,28,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2012,3362,,25,Less than 2 years (below associate),Private for-profit
Missouri School of Barbering & Hairstyling,2013,17233,,20,Less than 2 years (below associate),Private for-profit
Missouri Southern State University,2006,4829,35,4642,Four or more years,Public
Missouri Southern State University,2007,4785,33,4603,Four or more years,Public
Missouri Southern State University,2008,6361,31,4418,Four or more years,Public
Missouri Southern State University,2009,4978,32,4753,Four or more years,Public
Missouri Southern State University,2010,5134,34,4894,Four or more years,Public
Missouri Southern State University,2011,5429,860,4664,Four or more years,Public
Missouri Southern State University,2012,12260,864,4583,Four or more years,Public
Missouri Southern State University,2013,5819,838,4726,Four or more years,Public
Missouri State University-Springfield,2006,4990,52,16020,Four or more years,Public
Missouri State University-Springfield,2007,5052,55,16171,Four or more years,Public
Missouri State University-Springfield,2008,5291,53,16253,Four or more years,Public
Missouri State University-Springfield,2009,5704,55,17020,Four or more years,Public
Missouri State University-Springfield,2010,6540,54,17230,Four or more years,Public
Missouri State University-Springfield,2011,6354,3007,17104,Four or more years,Public
Missouri State University-Springfield,2012,5950,3073,17307,Four or more years,Public
Missouri State University-Springfield,2013,6697,2995,17705,Four or more years,Public
Missouri State University-West Plains,2006,2851,,1063,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2007,2741,,1228,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2008,2909,,1328,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2009,2461,,1563,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2010,2605,,1648,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2011,2435,,1572,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2012,5089,,1543,At least 2 but less than 4 years,Public
Missouri State University-West Plains,2013,2926,,1547,At least 2 but less than 4 years,Public
Missouri Tech,2006,2816,,70,Four or more years,Private for-profit
Missouri Tech,2007,2961,,62,Four or more years,Private for-profit
Missouri Tech,2008,3359,,77,Four or more years,Private for-profit
Missouri Tech,2009,3562,67,74,Four or more years,Private for-profit
Missouri Tech,2010,2778,71,74,Four or more years,Private for-profit
Missouri Tech,2011,3157,11,66,Four or more years,Private for-profit
Missouri Tech,2012,5766,16,56,Four or more years,Private for-profit
Missouri Tech,2013,3653,8,55,Four or more years,Private for-profit
Missouri University of Science and Technology,2006,10886,63,5229,Four or more years,Public
Missouri University of Science and Technology,2007,10868,61,5529,Four or more years,Public
Missouri University of Science and Technology,2008,11012,61,5705,Four or more years,Public
Missouri University of Science and Technology,2009,11594,63,6161,Four or more years,Public
Missouri University of Science and Technology,2010,12524,66,6460,Four or more years,Public
Missouri University of Science and Technology,2011,12439,997,6718,Four or more years,Public
Missouri University of Science and Technology,2012,14849,1077,6810,Four or more years,Public
Missouri University of Science and Technology,2013,13510,1118,7221,Four or more years,Public
Missouri Valley College,2006,2746,24,1457,Four or more years,Private not-for-profit
Missouri Valley College,2007,3005,25,1520,Four or more years,Private not-for-profit
Missouri Valley College,2008,2868,32,1521,Four or more years,Private not-for-profit
Missouri Valley College,2009,2855,33,1582,Four or more years,Private not-for-profit
Missouri Valley College,2010,3287,32,1590,Four or more years,Private not-for-profit
Missouri Valley College,2011,3330,186,1584,Four or more years,Private not-for-profit
Missouri Valley College,2012,3467,182,1475,Four or more years,Private not-for-profit
Missouri Valley College,2013,3545,236,1488,Four or more years,Private not-for-profit
Missouri Western State University,2006,5282,26,4304,Four or more years,Public
Missouri Western State University,2007,5571,30,4324,Four or more years,Public
Missouri Western State University,2008,5714,27,4511,Four or more years,Public
Missouri Western State University,2009,5832,27,4738,Four or more years,Public
Missouri Western State University,2010,6319,29,5072,Four or more years,Public
Missouri Western State University,2011,6467,658,5118,Four or more years,Public
Missouri Western State University,2012,3470,678,4896,Four or more years,Public
Missouri Western State University,2013,7162,694,4717,Four or more years,Public
Moberly Area Community College,2006,2379,,2509,At least 2 but less than 4 years,Public
Moberly Area Community College,2007,2480,,2690,At least 2 but less than 4 years,Public
Moberly Area Community College,2008,2467,,2717,At least 2 but less than 4 years,Public
Moberly Area Community College,2009,2341,,3465,At least 2 but less than 4 years,Public
Moberly Area Community College,2010,2840,,3799,At least 2 but less than 4 years,Public
Moberly Area Community College,2011,2920,,3882,At least 2 but less than 4 years,Public
Moberly Area Community College,2012,0,,3866,At least 2 but less than 4 years,Public
Moberly Area Community College,2013,3021,,3759,At least 2 but less than 4 years,Public
Mohave Community College,2006,2276,,2615,At least 2 but less than 4 years,Public
Mohave Community College,2007,2387,,2843,At least 2 but less than 4 years,Public
Mohave Community College,2008,2458,,3093,At least 2 but less than 4 years,Public
Mohave Community College,2009,2322,,3527,At least 2 but less than 4 years,Public
Mohave Community College,2010,2667,,3612,At least 2 but less than 4 years,Public
Mohave Community College,2011,2913,,3184,At least 2 but less than 4 years,Public
Mohave Community College,2012,3030,,2690,At least 2 but less than 4 years,Public
Mohave Community College,2013,3518,,2707,At least 2 but less than 4 years,Public
Mountain Empire Community College,2006,4407,,1761,At least 2 but less than 4 years,Public
Mountain Empire Community College,2007,4455,,1807,At least 2 but less than 4 years,Public
Mountain Empire Community College,2008,4254,,1869,At least 2 but less than 4 years,Public
Mountain Empire Community College,2009,4679,,2113,At least 2 but less than 4 years,Public
Mountain Empire Community College,2010,4779,,2210,At least 2 but less than 4 years,Public
Mountain Empire Community College,2011,4789,,2060,At least 2 but less than 4 years,Public
Mountain Empire Community College,2012,7469,,1975,At least 2 but less than 4 years,Public
Mountain Empire Community College,2013,5349,,1852,At least 2 but less than 4 years,Public
Mr Leon's School of Hair Design-Lewiston,2006,22200,,33,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2007,1986,,30,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2008,2029,,32,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2009,1314,,43,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2010,1295,,44,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2011,1220,,42,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2012,2314,,41,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Lewiston,2013,1356,,34,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2006,37800,,30,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2007,2606,,30,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2008,2663,,30,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2009,1520,,37,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2010,1531,,33,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2011,1220,,34,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2012,4467,,34,At least 2 but less than 4 years,Private for-profit
Mr Leon's School of Hair Design-Moscow,2013,1737,,25,At least 2 but less than 4 years,Private for-profit
National Academy of Beauty Arts-Farmington,2006,966,,63,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2007,3730,,93,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2008,2482,,53,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2009,2393,,176,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2010,2424,,193,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2011,1722,,76,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2012,4091,,103,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-Farmington,2013,2460,,127,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2006,1310,,281,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2007,2225,,357,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2008,2567,,287,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2009,2023,,330,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2010,4850,,364,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2011,4207,,186,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2012,8635,,186,Less than 2 years (below associate),Private for-profit
National Academy of Beauty Arts-St Louis,2013,4482,,176,Less than 2 years (below associate),Private for-profit
National American University-Independence,2006,2574,33,179,Four or more years,Private for-profit
National American University-Independence,2007,2184,14,191,Four or more years,Private for-profit
National American University-Independence,2008,1980,33,207,Four or more years,Private for-profit
National American University-Independence,2009,1946,0,343,Four or more years,Private for-profit
National American University-Independence,2010,968,11,482,Four or more years,Private for-profit
National American University-Independence,2011,1232,12,420,Four or more years,Private for-profit
National American University-Independence,2012,1915,18,342,Four or more years,Private for-profit
National American University-Independence,2013,1391,16,266,Four or more years,Private for-profit
National American University-Lee's Summit,2006,0,,,Four or more years,Private for-profit
National American University-Lee's Summit,2007,0,,,Four or more years,Private for-profit
National American University-Lee's Summit,2008,0,,,Four or more years,Private for-profit
National American University-Lee's Summit,2009,0,,,Four or more years,Private for-profit
National American University-Lee's Summit,2010,0,,,Four or more years,Private for-profit
National American University-Lee's Summit,2011,670,0,143,Four or more years,Private for-profit
National American University-Lee's Summit,2012,2039,4,155,Four or more years,Private for-profit
National American University-Lee's Summit,2013,118,4,146,Four or more years,Private for-profit
National American University-Weldon Spring,2006,0,,,Four or more years,Private for-profit
National American University-Weldon Spring,2007,0,,,Four or more years,Private for-profit
National American University-Weldon Spring,2008,0,,,Four or more years,Private for-profit
National American University-Weldon Spring,2009,0,,,Four or more years,Private for-profit
National American University-Weldon Spring,2010,0,,,Four or more years,Private for-profit
National American University-Weldon Spring,2013,316,0,36,Four or more years,Private for-profit
National American University-Zona Rosa,2006,4162,,186,Four or more years,Private for-profit
National American University-Zona Rosa,2007,3335,,157,Four or more years,Private for-profit
National American University-Zona Rosa,2008,4926,,150,Four or more years,Private for-profit
National American University-Zona Rosa,2009,4041,,215,Four or more years,Private for-profit
National American University-Zona Rosa,2010,3127,,249,Four or more years,Private for-profit
National American University-Zona Rosa,2011,3117,7,266,Four or more years,Private for-profit
National American University-Zona Rosa,2012,2003,7,244,Less than 2 years (below associate),Public
National American University-Zona Rosa,2013,3500,3,224,Four or more years,Private for-profit
National Paralegal College,2006,0,,,Four or more years,Private for-profit
National Paralegal College,2007,0,,,Four or more years,Private for-profit
National Paralegal College,2008,0,,,Four or more years,Private for-profit
National Paralegal College,2009,0,,,Four or more years,Private for-profit
National Paralegal College,2010,0,,,Four or more years,Private for-profit
National Paralegal College,2011,515,100,821,Four or more years,Private for-profit
National Paralegal College,2012,5138,22,1059,Four or more years,Private for-profit
National Paralegal College,2013,1654,17,1073,Four or more years,Private for-profit
Nazarene Theological Seminary,2006,3343,,230,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2007,6212,,223,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2008,9881,,213,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2009,8766,,173,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2010,7723,,185,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2011,8318,0,169,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2012,5858,0,155,Four or more years,Private not-for-profit
Nazarene Theological Seminary,2013,9161,0,157,Four or more years,Private not-for-profit
Neosho Beauty College,2006,2203,,21,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2007,2139,,19,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2008,2065,,44,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2009,1176,,41,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2010,1225,,43,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2011,1068,,51,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2012,8875,,39,Less than 2 years (below associate),Private for-profit
Neosho Beauty College,2013,1652,,40,Less than 2 years (below associate),Private for-profit
Nevada Regional Technical Center,2006,0,,31,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2007,0,,30,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2008,5559,,34,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2009,4532,,29,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2010,4003,,22,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2011,3085,,30,Less than 2 years (below associate),Public
Nevada Regional Technical Center,2012,1839,,30,,
Nevada Regional Technical Center,2013,6456,,18,Less than 2 years (below associate),Public
New Dimensions School of Hair Design,2006,360,,24,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2007,322,,19,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2008,178,,31,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2009,298,,36,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2010,345,,26,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2011,401,,22,Less than 2 years (below associate),Private for-profit
New Dimensions School of Hair Design,2012,8580,,25,At least 2 but less than 4 years,Private for-profit
New Dimensions School of Hair Design,2013,209,,34,Less than 2 years (below associate),Private for-profit
New River Community College,2006,3314,,2461,At least 2 but less than 4 years,Public
New River Community College,2007,4023,,2698,At least 2 but less than 4 years,Public
New River Community College,2008,3643,,2803,At least 2 but less than 4 years,Public
New River Community College,2009,3380,,3155,At least 2 but less than 4 years,Public
New River Community College,2010,3675,,3127,At least 2 but less than 4 years,Public
New River Community College,2011,3906,,3115,At least 2 but less than 4 years,Public
New River Community College,2012,4525,,2977,At least 2 but less than 4 years,Public
New River Community College,2013,4579,,2868,At least 2 but less than 4 years,Public
Norfolk State University,2006,6822,30,5418,Four or more years,Public
Norfolk State University,2007,6417,31,5292,Four or more years,Public
Norfolk State University,2008,6529,32,5586,Four or more years,Public
Norfolk State University,2009,6288,32,6192,Four or more years,Public
Norfolk State University,2010,7240,34,6081,Four or more years,Public
Norfolk State University,2011,6476,728,6112,Four or more years,Public
Norfolk State University,2012,1417,813,6220,Four or more years,Public
Norfolk State University,2013,7209,854,5942,Four or more years,Public
North Central Missouri College,2006,6876,,992,At least 2 but less than 4 years,Public
North Central Missouri College,2007,6731,,1034,At least 2 but less than 4 years,Public
North Central Missouri College,2008,7004,,1056,At least 2 but less than 4 years,Public
North Central Missouri College,2009,7796,,1232,At least 2 but less than 4 years,Public
North Central Missouri College,2010,7107,,1272,At least 2 but less than 4 years,Public
North Central Missouri College,2011,6448,,1261,At least 2 but less than 4 years,Public
North Central Missouri College,2012,2769,,1209,At least 2 but less than 4 years,Public
North Central Missouri College,2013,3673,,1211,At least 2 but less than 4 years,Public
North Idaho College,2006,5144,,3073,At least 2 but less than 4 years,Public
North Idaho College,2007,5584,,3227,At least 2 but less than 4 years,Public
North Idaho College,2008,5811,,3395,At least 2 but less than 4 years,Public
North Idaho College,2009,5795,,3953,At least 2 but less than 4 years,Public
North Idaho College,2010,5469,,4467,At least 2 but less than 4 years,Public
North Idaho College,2011,4329,,4568,At least 2 but less than 4 years,Public
North Idaho College,2012,1008,,4561,At least 2 but less than 4 years,Public
North Idaho College,2013,5085,,4062,At least 2 but less than 4 years,Public
Northcentral University,2006,0,,,Four or more years,Private for-profit
Northcentral University,2007,1374,,1900,Four or more years,Private for-profit
Northcentral University,2008,1828,,3037,Four or more years,Private for-profit
Northcentral University,2009,1696,,3712,Four or more years,Private for-profit
Northcentral University,2010,1355,,4541,Four or more years,Private for-profit
Northcentral University,2011,1488,104,5648,Four or more years,Private for-profit
Northcentral University,2012,3299,111,5501,Four or more years,Private for-profit
Northcentral University,2013,1813,58,7135,Four or more years,Private for-profit
Northern Arizona University,2006,5673,47,16386,Four or more years,Public
Northern Arizona University,2007,4320,48,17230,Four or more years,Public
Northern Arizona University,2008,6353,53,18327,Four or more years,Public
Northern Arizona University,2009,6644,50,19700,Four or more years,Public
Northern Arizona University,2010,7167,49,21335,Four or more years,Public
Northern Arizona University,2011,6499,3782,21521,Four or more years,Public
Northern Arizona University,2012,6733,4207,22494,Four or more years,Public
Northern Arizona University,2013,6893,4427,22875,Four or more years,Public
Northern Virginia Community College,2006,3375,,21607,At least 2 but less than 4 years,Public
Northern Virginia Community College,2007,3614,,23799,At least 2 but less than 4 years,Public
Northern Virginia Community College,2008,3458,,24265,At least 2 but less than 4 years,Public
Northern Virginia Community College,2009,3458,,27177,At least 2 but less than 4 years,Public
Northern Virginia Community College,2010,3850,,28791,At least 2 but less than 4 years,Public
