name,year,expenses,degree,enrollment,level,control
Averett University-Non-Traditional Programs,2008,3131,,929,Four or more years,Private not-for-profit
Averett University-Non-Traditional Programs,2009,2370,,1011,Four or more years,Private not-for-profit
Averett University-Non-Traditional Programs,2010,3324,,1062,Four or more years,Private not-for-profit
Averett University-Non-Traditional Programs,2011,3398,233,968,Four or more years,Private not-for-profit
Averett University-Non-Traditional Programs,2012,17331,267,838,Four or more years,Private for-profit
Averett University-Non-Traditional Programs,2013,2805,318,708,Four or more years,Private not-for-profit
Avi Career Training,2006,6611,,34,Less than 2 years (below associate),Private for-profit
Avi Career Training,2007,34684,,18,Less than 2 years (below associate),Private for-profit
Avi Career Training,2008,4759,,15,Less than 2 years (below associate),Private for-profit
Avi Career Training,2009,1015,,21,Less than 2 years (below associate),Private for-profit
Avi Career Training,2010,384,,22,Less than 2 years (below associate),Private for-profit
Avi Career Training,2011,393,,18,Less than 2 years (below associate),Private for-profit
Avi Career Training,2012,1804,,36,Four or more years,Private for-profit
Avi Career Training,2013,490,,23,Less than 2 years (below associate),Private for-profit
Aviation Institute of Maintenance-Chesapeake,2006,1279,,184,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2007,2311,,189,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2008,2411,,201,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2009,848,,247,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2010,2337,,320,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2011,1182,,304,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2012,4114,,281,Four or more years,Private for-profit
Aviation Institute of Maintenance-Chesapeake,2013,2158,,228,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2006,1528,,151,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2007,1219,,178,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2008,3670,,117,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2009,3904,,166,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2010,4354,,132,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2011,1964,,134,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2012,1957,,156,Four or more years,Private for-profit
Aviation Institute of Maintenance-Kansas City,2013,2384,,90,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2006,1518,,115,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2007,3195,,130,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2008,2284,,140,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2009,3943,,187,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2010,2774,,189,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2011,1937,,194,At least 2 but less than 4 years,Private for-profit
Aviation Institute of Maintenance-Manassas,2012,2097,,168,Four or more years,Private for-profit
Aviation Institute of Maintenance-Manassas,2013,2530,,75,At least 2 but less than 4 years,Private for-profit
Avila University,2006,6161,38,1437,Four or more years,Private not-for-profit
Avila University,2007,6279,35,1547,Four or more years,Private not-for-profit
Avila University,2008,6400,43,1677,Four or more years,Private not-for-profit
Avila University,2009,6342,44,1636,Four or more years,Private not-for-profit
Avila University,2010,6103,50,1622,Four or more years,Private not-for-profit
Avila University,2011,6789,238,1576,Four or more years,Private not-for-profit
Avila University,2012,6108,230,1670,Four or more years,Private not-for-profit
Avila University,2013,6943,233,1699,Four or more years,Private not-for-profit
Baptist Bible College,2006,3465,23,612,Four or more years,Private not-for-profit
Baptist Bible College,2007,3712,37,544,Four or more years,Private not-for-profit
Baptist Bible College,2008,4195,28,499,Four or more years,Private not-for-profit
Baptist Bible College,2009,3917,25,479,Four or more years,Private not-for-profit
Baptist Bible College,2010,4542,30,466,Four or more years,Private not-for-profit
Baptist Bible College,2011,4287,61,408,Four or more years,Private not-for-profit
Baptist Bible College,2012,3838,81,325,Four or more years,Private not-for-profit
Baptist Bible College,2013,5425,54,312,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2006,14080,,165,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2007,17046,,126,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2008,15639,,107,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2009,15847,,88,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2010,12284,,84,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2011,9526,0,90,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2012,3739,0,81,Four or more years,Private not-for-profit
Baptist Theological Seminary at Richmond,2013,11088,0,51,Four or more years,Private not-for-profit
Bar Palma Beauty Careers Academy,2006,3953,,46,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2007,2249,,54,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2008,8462,,62,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2009,5925,,74,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2010,7650,,85,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2011,4757,,51,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2012,6027,,65,Less than 2 years (below associate),Private for-profit
Bar Palma Beauty Careers Academy,2013,10558,,93,Less than 2 years (below associate),Private for-profit
Barnes-Jewish College Goldfarb School of Nursing,2006,3748,0,429,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2007,6971,80,503,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2008,5359,0,470,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2009,4878,0,503,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2010,8565,,592,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2011,7916,300,669,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2012,4650,401,766,Four or more years,Private not-for-profit
Barnes-Jewish College Goldfarb School of Nursing,2013,8530,398,767,Four or more years,Private not-for-profit
Bethel College,2006,0,,,Four or more years,Private not-for-profit
Bethel College,2007,0,,,Four or more years,Private not-for-profit
Bethel College,2008,0,,,Four or more years,Private not-for-profit
Bethel College,2009,0,,,Four or more years,Private not-for-profit
Bethel College,2010,6188,33,46,Four or more years,Private not-for-profit
Bethel College,2011,4388,1,69,Four or more years,Private not-for-profit
Bethel College,2012,3970,1,31,At least 2 but less than 4 years,Private for-profit
Bethel College,2013,2005,5,38,Four or more years,Private not-for-profit
Blue Ridge Community College,2011,3976,,2861,At least 2 but less than 4 years,Public
Blue Ridge Community College,2012,10496,,2616,At least 2 but less than 4 years,Public
Blue Ridge Community College,2013,4375,,2557,At least 2 but less than 4 years,Public
Bluefield College,2006,3488,36,758,Four or more years,Private not-for-profit
Bluefield College,2007,4041,42,701,Four or more years,Private not-for-profit
Bluefield College,2008,2906,33,650,Four or more years,Private not-for-profit
Bluefield College,2009,3377,39,695,Four or more years,Private not-for-profit
Bluefield College,2010,4183,34,622,Four or more years,Private not-for-profit
Bluefield College,2011,4829,235,693,Four or more years,Private not-for-profit
Bluefield College,2012,4461,208,770,Four or more years,Private not-for-profit
Bluefield College,2013,4345,196,772,Four or more years,Private not-for-profit
Boise Barber College,2006,0,,,At least 2 but less than 4 years,Private for-profit
Boise Barber College,2007,0,,,At least 2 but less than 4 years,Private for-profit
Boise Barber College,2008,0,,,At least 2 but less than 4 years,Private for-profit
Boise Barber College,2009,0,,,At least 2 but less than 4 years,Private for-profit
Boise Barber College,2010,0,,,At least 2 but less than 4 years,Private for-profit
Boise Barber College,2012,5107,,61,Less than 2 years (below associate),Private for-profit
Boise Barber College,2013,1488,,91,At least 2 but less than 4 years,Private for-profit
Boise Bible College,2006,4810,18,174,Four or more years,Private not-for-profit
Boise Bible College,2007,4737,50,159,Four or more years,Private not-for-profit
Boise Bible College,2008,5456,34,158,Four or more years,Private not-for-profit
Boise Bible College,2009,6430,59,168,Four or more years,Private not-for-profit
Boise Bible College,2010,5533,31,176,Four or more years,Private not-for-profit
Boise Bible College,2011,5460,16,194,Four or more years,Private not-for-profit
Boise Bible College,2012,6644,28,184,Four or more years,Private not-for-profit
Boise Bible College,2013,2285,24,174,Four or more years,Private not-for-profit
Boise State University,2006,5451,24,14331,Four or more years,Public
Boise State University,2007,5464,26,14876,Four or more years,Public
Boise State University,2008,5677,26,15129,Four or more years,Public
Boise State University,2009,5955,26,15256,Four or more years,Public
Boise State University,2010,6202,28,16090,Four or more years,Public
Boise State University,2011,6418,2408,15919,Four or more years,Public
Boise State University,2012,5612,2587,16971,Four or more years,Public
Boise State University,2013,6777,2716,16692,Four or more years,Public
Bon Secours Memorial College of Nursing,2006,7293,,316,Four or more years,Private not-for-profit
Bon Secours Memorial College of Nursing,2007,7341,,279,Four or more years,Private not-for-profit
Bon Secours Memorial College of Nursing,2008,10666,,220,Four or more years,Private not-for-profit
Bon Secours Memorial College of Nursing,2009,11034,,264,Four or more years,Private not-for-profit
